id,trial,label,FC,TC,response,RT
136,0,target,0,0.05,1,0.4901724166411441
136,1,target,0,0.005,0,0.2871572499861941
136,2,target,0,0.02505936168136361,1,0.3319779166486114
136,3,target,0,0.012559432157547899,0,0.28822283330373466
136,4,target,0,0.017740669461678772,0,0.33361416665138677
136,5,target,0,0.025059361681363614,0,0.2757888750056736
136,6,target,0,0.035397289219206894,0,0.18579462499474175
136,7,target,0,0.05,1,0.18800312498933636
136,8,target,0,0.04158818855513355,1,0.2194900833419524
136,9,target,0,0.03459154854594682,1,0.17561283335089684
136,10,target,0,0.028771996866857844,1,0.18846091665909626
136,11,target,0,0.023931504616131916,1,0.31082358333515003
136,12,target,0,0.01990535852767486,0,0.40617000000202097
136,13,target,0,0.0218257916120083,0,0.226473333343165
136,14,target,0,0.02393150461613192,1,0.25990474998252466
136,15,target,0,0.0218257916120083,1,0.47045637501287274
136,16,target,0,0.01990535852767486,0,0.38440641667693853
136,17,target,0,0.0218257916120083,1,0.25089274998754263
136,18,target,0,0.01990535852767486,1,0.22339633331284858
136,19,target,0,0.018153902738505062,0,0.3133722500060685
136,20,target,0,0.01990535852767486,0,0.43732041664770804
136,21,target,0,0.0218257916120083,1,0.21561904170084745
136,22,target,0,0.01990535852767486,1,0.23541512500378303
136,23,target,0,0.018153902738505062,1,0.3421929999894928
136,24,target,0,0.01655655607412955,1,0.29827341667260043
136,25,target,0,0.015099758602010075,0,0.10506891665863805
136,26,target,0,0.01655655607412955,1,0.19930233334889635
136,27,target,0,0.015099758602010075,1,0.09513249999145046
136,28,target,0,0.013771143516690825,0,0.2640586249763146
136,29,target,0,0.015099758602010075,0,99
